Wall time,Step,Value
1773222382.071889,5000,-65.0386962890625
1773222394.3344367,10000,-65.65896606445312
1773222406.8934379,15000,-62.330101013183594
1773222419.737297,20000,-65.66328430175781
1773222578.6565773,25000,-42.164154052734375
1773222590.8933814,30000,-39.382171630859375
1773222603.2791116,35000,-42.23702621459961
1773222615.37242,40000,-44.090362548828125
1773222774.0414674,45000,-29.94049644470215
1773222788.1132026,50000,-17.150712966918945
1773222802.6542883,55000,-26.478824615478516
1773222815.1262267,60000,-19.550212860107422
1773222973.2648642,65000,-11.132312774658203
1773222985.1844823,70000,1.6012980937957764
1773222997.607597,75000,-5.499143600463867
1773223009.6237156,80000,-8.78256607055664
1773223167.9559724,85000,-2.2363107204437256
1773223180.1166828,90000,-0.6326478123664856
1773223191.9638095,95000,-6.876751899719238
1773223204.1672254,100000,9.619373321533203
1773223365.1807885,105000,2.1434943675994873
1773223377.223476,110000,1.283583641052246
1773223389.2035255,115000,6.6793437004089355
1773223401.1752033,120000,11.569676399230957
1773223564.0330257,125000,3.094689130783081
1773223576.054235,130000,11.23267936706543
1773223588.019978,135000,-2.0050160884857178
1773223600.2965653,140000,12.4205322265625
1773223762.7781417,145000,4.12174654006958
1773223774.966646,150000,13.077292442321777
1773223787.1981168,155000,5.113461017608643
1773223799.233269,160000,8.962563514709473
1773223956.971652,165000,11.708736419677734
1773223968.8116124,170000,4.108589172363281
1773223980.870431,175000,6.960306644439697
1773223993.0118127,180000,3.241527557373047
1773224151.4997985,185000,4.284236907958984
1773224164.603433,190000,6.224434852600098
1773224176.4933999,195000,5.350759983062744
1773224188.4980643,200000,11.81476879119873
1773224200.9776187,205000,16.91848373413086
1773224359.391978,210000,5.092465400695801
1773224371.3359709,215000,1.4519015550613403
1773224383.5535026,220000,8.876862525939941
1773224396.1698146,225000,6.1302618980407715
1773224555.135858,230000,0.07982110232114792
1773224567.4127214,235000,7.224247932434082
1773224579.5207102,240000,12.309263229370117
1773224591.6643124,245000,13.850013732910156
1773224750.2535667,250000,12.66441822052002
1773224762.4346826,255000,22.352703094482422
1773224774.9319305,260000,19.539955139160156
1773224786.9190629,265000,4.22609281539917
1773224945.0215223,270000,13.882705688476562
1773224957.0652053,275000,21.769458770751953
1773224969.0493796,280000,12.934625625610352
1773224981.3736944,285000,10.939329147338867
1773225141.320673,290000,24.52728843688965
1773225153.4917824,295000,30.105958938598633
1773225165.5858765,300000,21.695514678955078
1773225177.7579865,305000,38.41157150268555
1773225336.204363,310000,33.973289489746094
1773225348.3881564,315000,41.4419059753418
1773225360.2999551,320000,37.577579498291016
1773225372.4583492,325000,45.12836456298828
1773225530.9520624,330000,44.89059829711914
1773225542.9175723,335000,57.31611251831055
1773225555.0544212,340000,54.364051818847656
1773225567.2335312,345000,59.013580322265625
1773225725.52286,350000,52.543704986572266
1773225737.5886362,355000,57.21177673339844
1773225749.6453993,360000,59.093231201171875
1773225761.8957973,365000,61.922725677490234
1773225920.3323302,370000,62.82770919799805
1773225932.4708836,375000,65.81684112548828
1773225944.4955556,380000,62.06640625
1773225956.679019,385000,66.78193664550781
1773226114.8738995,390000,69.50675964355469
1773226126.8679285,395000,69.52410125732422
1773226138.9436684,400000,69.4281997680664
1773226151.115794,405000,69.42708587646484
1773226309.411954,410000,68.43228149414062
1773226321.373497,415000,70.69081115722656
1773226334.0735154,420000,70.56938934326172
1773226346.119427,425000,70.61974334716797
1773226360.693347,430000,68.86116027832031
1773226532.7366133,435000,70.6695785522461
1773226545.628256,440000,70.55230712890625
1773226559.178165,445000,71.52545166015625
1773226571.8328516,450000,69.76946258544922
