Wall time,Step,Value
1773219212.4620411,5000,0.018691588193178177
1773219224.231274,10000,0.018691588193178177
1773219235.9008048,15000,0.01834862306714058
1773219247.6621633,20000,0.009615384973585606
1773219344.7674286,25000,0.08264462649822235
1773219356.0602515,30000,0.08661417663097382
1773219367.4510083,35000,0.1599999964237213
1773219378.8612037,40000,0.08064515888690948
1773219475.555773,45000,0.21212121844291687
1773219488.3957303,50000,0.27067670226097107
1773219500.7185266,55000,0.22900763154029846
1773219512.046509,60000,0.17692308127880096
1773219609.971465,65000,0.27272728085517883
1773219621.5711918,70000,0.37404578924179077
1773219633.3925836,75000,0.43939393758773804
1773219644.7684538,80000,0.3030303120613098
1773219741.3782203,85000,0.4436090290546417
1773219752.8379405,90000,0.4469696879386902
1773219764.1511874,95000,0.5112782120704651
1773219775.5608726,100000,0.5037593841552734
1773219873.1224227,105000,0.3893129825592041
1773219884.3244636,110000,0.469696968793869
1773219895.4306624,115000,0.5419847369194031
1773219907.163406,120000,0.39694657921791077
1773220004.1871493,125000,0.49624061584472656
1773220015.421046,130000,0.5267175436019897
1773220026.67889,135000,0.4545454680919647
1773220038.0836167,140000,0.48120301961898804
1773220134.7356806,145000,0.49618321657180786
1773220145.896328,150000,0.4736842215061188
1773220157.2267604,155000,0.4661654233932495
1773220168.5578578,160000,0.469696968793869
1773220265.1354275,165000,0.5714285969734192
1773220276.4384856,170000,0.5639097690582275
1773220287.959051,175000,0.5267175436019897
1773220299.4674473,180000,0.4885496199131012
1773220395.8622441,185000,0.47727271914482117
1773220407.021087,190000,0.45864662528038025
1773220418.5403817,195000,0.48148149251937866
1773220430.177983,200000,0.45038166642189026
1773220527.2989755,205000,0.49253731966018677
1773220538.7793639,210000,0.5114504098892212
1773220550.142104,215000,0.469696968793869
1773220561.8575034,220000,0.47727271914482117
1773220573.3603146,225000,0.451127827167511
1773220670.0473137,230000,0.5343511700630188
1773220681.282923,235000,0.5714285969734192
1773220692.6358602,240000,0.5037593841552734
1773220704.2038777,245000,0.5447761416435242
1773220801.8897102,250000,0.5303030014038086
1773220814.8903012,255000,0.5639097690582275
1773220826.3194509,260000,0.6616541147232056
1773220838.323506,265000,0.49242424964904785
1773220936.00822,270000,0.6015037298202515
1773220947.1350505,275000,0.5037593841552734
1773220958.675819,280000,0.49618321657180786
1773220969.8902824,285000,0.5757575631141663
1773221067.3622763,290000,0.6439393758773804
1773221078.6027904,295000,0.5454545617103577
1773221089.7237926,300000,0.5746268630027771
1773221101.1027746,305000,0.5746268630027771
1773221198.1008863,310000,0.6666666865348816
1773221209.2712746,315000,0.6541353464126587
1773221220.5511196,320000,0.6315789222717285
1773221231.5643032,325000,0.6691729426383972
1773221328.9998047,330000,0.5864661931991577
1773221340.0757043,335000,0.689393937587738
1773221351.2996516,340000,0.7293233275413513
1773221362.405409,345000,0.7669172883033752
1773221459.525482,350000,0.7518796920776367
1773221470.7059062,355000,0.8120300769805908
1773221483.1825976,360000,0.8030303120613098
1773221494.6782897,365000,0.8074073791503906
1773221591.9368045,370000,0.8518518805503845
1773221603.247179,375000,0.8796992301940918
1773221614.725275,380000,0.9172932505607605
1773221625.9380152,385000,0.8947368264198303
1773221723.1855543,390000,0.8872180581092834
1773221734.5783744,395000,0.9333333373069763
1773221745.7843263,400000,0.9548872113227844
1773221758.4796684,405000,0.9402984976768494
1773221856.9733686,410000,0.9248120188713074
1773221868.7700212,415000,0.9626865386962891
1773221880.4005497,420000,0.9776119589805603
1773221892.2588115,425000,0.970370352268219
1773221903.4424844,430000,0.9849624037742615
1773222003.3001764,435000,0.9925373196601868
1773222015.5015595,440000,1.0
1773222028.0906258,445000,0.9849624037742615
1773222039.6430404,450000,0.9925373196601868
1773222140.5372658,455000,0.9925373196601868
1773222152.4675293,460000,0.9850746393203735
1773222164.7395537,465000,0.9924812316894531
1773222177.0305305,470000,1.0
1773222277.7556942,475000,1.0
1773222290.5909002,480000,0.9925373196601868
